200	0.00001
210	0.00001
220	0.00001
230	0.00001
240	0.00001
250	0.00001
260	0.00001
270	0.00001
280	0.00001
290	0.00001
300	0.00001
310	0.00001
320	0.00001
330	0.00001
340	0.00001
350	0.00001
360	0.00001
370	0.00001
380	0.00001
390	0.00001
400	0.00001
410	0.00001
420	0.00001
430	0.00001
440	0.00001
450	0.00001
460	0.00001
470	0.00001
480	0.00001
490	0.00001
500	0.00001
510	0.00001
520	0.00001
530	0.00001
540	0.00001
550	0.00001
560	0.00001
570	0.00001
580	0.00001
590	0.00001
600	0.00001
610	0.00001
620	0.00001
630	0.00001
640	0.00001
650	0.00001
660	0.00001
670	0.00001
680	0.00001
690	0.0009
700	0.04
710	0.28
720	0.61
730	0.80
740	0.87
750	0.90
760	0.91
770	0.91
780	0.91
790	0.91
800	0.91
850	0.91
900	0.91
950	0.91
1000	0.91
1060	0.91
1100	0.91
1200	0.91
1300	0.91
1400	0.91
1500	0.91
1600	0.91
1700	0.91
1800	0.91
1900	0.90
2000	0.90
2100	0.90
2200	0.90
2300	0.89
2400	0.88
2500	0.86
2600	0.86
2700	0.78
2800	0.19
2900	0.14
3000	0.11
3200	0.06
3400	0.05
3600	0.04
3800	0.05
4000	0.07
4200	0.05
4400	0.02
4600	0.0009
4800	0.00001
5000	0.00001
5200	0.00001
